Entidad_federativa,Municipio,Tipo_de_Fuente,SO_2,CO,NOx,COV,PM_010,PM_2_5,NH_3,Entidad
Coahuila,Múzquiz,Fuentes de área,20.226,2263.532,82.04099999999998,963.782,303.426,217.568,183.49,Coahuila
Coahuila,Múzquiz,Fuentes móviles carreteros,16.617,1948.197,587.73,195.277,58.938,54.082,2.968,Coahuila
Coahuila,Múzquiz,Fuentes móviles que no circulan por carretera,1.541,16.31,143.046,5.691,3.909,3.555,0.003,Coahuila
Coahuila,Múzquiz,Fuentes naturales,,,48.489,195.263,,,,Coahuila
Coahuila,Nadadores,Fuentes de área,3.415,417.986,15.473,93.97900000000001,72.12399999999998,51.452,35.051,Coahuila
Coahuila,Nadadores,Fuentes móviles carreteros,1.244,225.156,45.279,22.733,2.195,2.002,0.316,Coahuila
Coahuila,Nadadores,Fuentes móviles que no circulan por carretera,0.4109999999999999,4.291,35.502,1.456,1.01,0.923,0.001,Coahuila
Coahuila,Nadadores,Fuentes naturales,,,130.958,542.62,,,,Coahuila
Coahuila,Nava,Fuentes fijas,202344.325,3545.459,40416.528,2.296,8515.764999999998,5375.591,7.016,Coahuila
Coahuila,Nava,Fuentes de área,1.16,200.305,14.611,451.805,133.191,54.443,80.366,Coahuila
Coahuila,Nava,Fuentes móviles carreteros,8.016999999999998,768.392,269.113,80.715,35.53,32.633,1.271,Coahuila
Coahuila,Nava,Fuentes móviles que no circulan por carretera,41.159,572.888,1262.218,119.484,98.459,95.291,0.3469999999999999,Coahuila
Coahuila,Nava,Fuentes naturales,,,238.467,983.854,,,,Coahuila
Coahuila,Ocampo,Fuentes fijas,0.116,9.862,8.391999999999998,6.9,1.043,0.574,0.0,Coahuila
Coahuila,Ocampo,Fuentes de área,72.918,7982.662,239.265,745.089,1226.913,758.701,209.113,Coahuila
Coahuila,Ocampo,Fuentes móviles carreteros,1.097,117.61,37.571,12.6,4.456,4.091,0.191,Coahuila
Coahuila,Ocampo,Fuentes móviles que no circulan por carretera,1.597,17.403,171.568,6.439,4.338,3.906,0.001,Coahuila
Coahuila,Ocampo,Fuentes naturales,,,29.452,92.782,,,,Coahuila
Coahuila,Parras,Fuentes fijas,0.222,31.085,37.007,2.035,4.764,4.196,1.188,Coahuila
Coahuila,Parras,Fuentes de área,3.111,877.56,34.575,840.653,567.137,195.699,176.925,Coahuila
Coahuila,Parras,Fuentes móviles carreteros,8.92,1443.256,327.35,143.503,19.145,17.512,2.174,Coahuila
Coahuila,Parras,Fuentes móviles que no circulan por carretera,5.685,61.443,586.987,22.369,15.15,13.68,0.005,Coahuila
Coahuila,Parras,Fuentes naturales,,,55.55,220.553,,,,Coahuila
Coahuila,Piedras Negras,Fuentes fijas,14.554,71.789,86.80899999999998,58.378,74.616,54.564,2.758,Coahuila
Coahuila,Piedras Negras,Fuentes de área,1.359,262.787,52.252,3342.101,73.589,57.816,226.24,Coahuila
Coahuila,Piedras Negras,Fuentes móviles carreteros,50.802,6779.001,1871.499,708.706,141.45,129.659,10.548,Coahuila
Coahuila,Piedras Negras,Fuentes móviles que no circulan por carretera,0.3649999999999999,3.834,32.417,1.314,0.908,0.8279999999999998,0.001,Coahuila
Coahuila,Piedras Negras,Fuentes naturales,,,126.415,537.492,,,,Coahuila
Coahuila,Progreso,Fuentes de área,0.135,23.055,1.562,29.988,19.256,6.437,18.111,Coahuila
Coahuila,Progreso,Fuentes móviles carreteros,0.381,74.462,14.793,7.824,0.432,0.392,0.107,Coahuila
Coahuila,Progreso,Fuentes móviles que no circulan por carretera,0.4289999999999999,4.624,43.557,1.672,1.135,1.026,0.0,Coahuila
Coahuila,Progreso,Fuentes naturales,,,44.429,132.903,,,,Coahuila
Coahuila,Ramos Arizpe,Fuentes fijas,35.461,1453.76,2824.281,943.468,1007.016,874.087,7.102,Coahuila
Coahuila,Ramos Arizpe,Fuentes de área,2.968,783.2949999999998,59.384,3306.145,334.72,147.173,352.685,Coahuila
Coahuila,Ramos Arizpe,Fuentes móviles carreteros,37.576,3476.379,1275.308,364.408,166.26,152.719,5.993,Coahuila
Coahuila,Ramos Arizpe,Fuentes móviles que no circulan por carretera,4.752,51.539,498.945,18.89,12.765,11.514,0.003,Coahuila
Coahuila,Ramos Arizpe,Fuentes naturales,,,70.523,256.218,,,,Coahuila
Coahuila,Sabinas,Fuentes fijas,0.068,0.067,0.457,0.006,0.034,0.02,0.008999999999999998,Coahuila
Coahuila,Sabinas,Fuentes de área,0.5929999999999999,117.249,19.148,1053.644,49.634,27.662,111.534,Coahuila
Coahuila,Sabinas,Fuentes móviles carreteros,23.358,2755.266,823.436,289.704,82.555,75.757,4.397,Coahuila
Coahuila,Sabinas,Fuentes móviles que no circulan por carretera,1.281,13.745,127.5,4.93,3.355,3.037,0.002,Coahuila
Coahuila,Sabinas,Fuentes naturales,,,49.027,185.39,,,,Coahuila
Coahuila,Sacramento,Fuentes de área,0.1729999999999999,30.382,1.86,25.413,11.703,6.643,10.49,Coahuila
Coahuila,Sacramento,Fuentes móviles carreteros,0.342,65.436,13.195,7.066,0.4169999999999999,0.379,0.098,Coahuila
Coahuila,Sacramento,Fuentes móviles que no circulan por carretera,0.029,0.266,0.8249999999999998,0.064,0.05,0.049,0.0,Coahuila
Coahuila,Sacramento,Fuentes naturales,,,115.918,459.483,,,,Coahuila
Coahuila,Saltillo,Fuentes fijas,33.422,273.167,340.821,733.966,512.011,460.053,10.358,Coahuila
Coahuila,Saltillo,Fuentes de área,10.115,2199.374,254.804,10990.688,921.092,581.91,951.686,Coahuila
Coahuila,Saltillo,Fuentes móviles carreteros,271.826,30453.9,9610.758,3142.804,996.474,914.64,49.566,Coahuila
Coahuila,Saltillo,Fuentes móviles que no circulan por carretera,6.148,68.595,616.804,24.172,16.209,14.667,0.035,Coahuila
Coahuila,Saltillo,Fuentes naturales,,,96.529,359.426,,,,Coahuila
Coahuila,San Buenaventura,Fuentes de área,6.228,735.653,29.391,289.497,126.559,85.17799999999998,70.14,Coahuila
Coahuila,San Buenaventura,Fuentes móviles carreteros,6.55,892.6029999999998,232.721,88.15399999999998,19.776,18.126,1.292,Coahuila
Coahuila,San Buenaventura,Fuentes móviles que no circulan por carretera,0.22,2.025,6.29,0.4849999999999999,0.385,0.373,0.002,Coahuila
Coahuila,San Buenaventura,Fuentes naturales,,,29.25,81.70699999999998,,,,Coahuila
Coahuila,San Juan de Sabinas,Fuentes fijas,0.0,0.061,0.3629999999999999,0.0,0.098,0.07299999999999998,0.0,Coahuila
Coahuila,San Juan de Sabinas,Fuentes de área,0.7089999999999999,127.657,15.106,525.915,42.043,31.988,79.641,Coahuila
Coahuila,San Juan de Sabinas,Fuentes móviles carreteros,16.351,2001.546,564.458,207.363,57.526,52.783,3.209,Coahuila
Coahuila,San Juan de Sabinas,Fuentes móviles que no circulan por carretera,0.092,0.8489999999999999,2.637,0.203,0.161,0.156,0.001,Coahuila
Coahuila,San Juan de Sabinas,Fuentes naturales,,,107.749,460.186,,,,Coahuila
Coahuila,San Pedro,Fuentes fijas,65.969,0.553,6.082,0.031,0.951,0.62,0.08899999999999998,Coahuila
Coahuila,San Pedro,Fuentes de área,11.536,2169.247,111.357,1400.965,780.8959999999998,425.032,2213.644,Coahuila
Coahuila,San Pedro,Fuentes móviles carreteros,19.491,2175.186,649.459,220.846,78.202,71.783,3.41,Coahuila
Coahuila,San Pedro,Fuentes móviles que no circulan por carretera,2.299,23.14,157.796,7.2,5.149,4.775,0.011,Coahuila
Coahuila,San Pedro,Fuentes naturales,,,113.353,470.049,,,,Coahuila
Coahuila,Sierra Mojada,Fuentes fijas,6.518,18.619,94.493,5.268,2.902,0.139,0.097,Coahuila
Coahuila,Sierra Mojada,Fuentes de área,1.392,284.466,11.611,95.73200000000001,123.739,53.702,56.582,Coahuila
Coahuila,Sierra Mojada,Fuentes móviles carreteros,0.49,28.757,15.971,3.319,2.795,2.57,0.058,Coahuila
Coahuila,Sierra Mojada,Fuentes móviles que no circulan por carretera,2.821,30.686,300.219,11.308,7.628,6.874,0.002,Coahuila
Coahuila,Sierra Mojada,Fuentes naturales,,,41.352,104.248,,,,Coahuila
Coahuila,Torreón,Fuentes fijas,1227.949,396.663,1057.282,274.192,255.238,172.792,13.823,Coahuila
Coahuila,Torreón,Fuentes de área,4.691,984.202,212.559,10070.328,237.183,171.723,959.281,Coahuila
Coahuila,Torreón,Fuentes móviles carreteros,206.941,20446.035,7063.094,2098.928,879.231,807.42,33.753,Coahuila
Coahuila,Torreón,Fuentes móviles que no circulan por carretera,7.191,163.703,110.069,22.22,2.389,2.24,0.002,Coahuila
Coahuila,Torreón,Fuentes naturales,,,129.536,551.947,,,,Coahuila
Coahuila,Viesca,Fuentes de área,3.168,718.626,30.629,272.339,182.1,114.359,1240.997,Coahuila
Coahuila,Viesca,Fuentes móviles carreteros,2.492,344.158,88.489,34.335,7.535999999999999,6.907,0.4929999999999999,Coahuila
Coahuila,Viesca,Fuentes móviles que no circulan por carretera,1.321,14.058,126.258,4.962,3.396,3.082,0.002,Coahuila
Coahuila,Viesca,Fuentes naturales,,,102.842,484.136,,,,Coahuila
Coahuila,Villa Unión,Fuentes de área,0.649,124.736,6.239,95.062,58.735,27.822,40.846,Coahuila
Coahuila,Villa Unión,Fuentes móviles carreteros,0.794,122.258,29.369,12.973,1.972,1.806,0.184,Coahuila
Coahuila,Villa Unión,Fuentes móviles que no circulan por carretera,0.7189999999999999,7.61,66.687,2.654,1.823,1.658,0.001,Coahuila
Coahuila,Villa Unión,Fuentes naturales,,,134.021,517.383,,,,Coahuila
Coahuila,Zaragoza,Fuentes fijas,0.043,27.93,198.509,8.104,0.7019999999999998,0.7019999999999998,0.003,Coahuila
Coahuila,Zaragoza,Fuentes de área,21.341,2402.287,76.691,385.721,351.65,243.367,101.499,Coahuila
Coahuila,Zaragoza,Fuentes móviles carreteros,1.301,259.946,49.125,26.647,1.401,1.269,0.3649999999999999,Coahuila
Coahuila,Zaragoza,Fuentes móviles que no circulan por carretera,3.697,48.5,170.552,11.474,8.990999999999998,8.566,0.025,Coahuila
Coahuila,Zaragoza,Fuentes naturales,,,37.234,157.454,,,,Coahuila
Colima,Armería,Fuentes fijas,484.631,4.062,44.678,0.227,6.989,4.552,0.65,Colima
Colima,Armería,Fuentes de área,3.499,656.59,26.574,590.635,191.7,131.595,220.844,Colima
Colima,Armería,Fuentes móviles carreteros,11.369,2100.173,404.702,175.571,27.981,25.627,2.855,Colima
Colima,Armería,Fuentes móviles que no circulan por carretera,1.404,14.609,93.296,4.402,3.179,2.956,0.007,Colima
Colima,Armería,Fuentes naturales,,,630.009,9391.797,,,,Colima
Colima,Colima,Fuentes fijas,0.959,2.246,10.079,10.758,31.794,0.924,0.059,Colima
Colima,Colima,Fuentes de área,18.823,1614.583,123.643,3052.869,418.744,277.2,964.256,Colima
Colima,Colima,Fuentes móviles carreteros,109.584,16591.984,3966.938,1469.64,323.3,296.599,24.711,Colima
Colima,Colima,Fuentes móviles que no circulan por carretera,8.573,179.161,237.694,26.032,14.644,14.128,0.059,Colima
Colima,Colima,Fuentes naturales,,,614.21,9610.894,,,,Colima
Colima,Comala,Fuentes de área,7.295,834.744,39.825,421.825,176.476,131.26,737.274,Colima
Colima,Comala,Fuentes móviles carreteros,7.019,1309.888,271.341,108.891,16.477,15.088,1.507,Colima
Colima,Comala,Fuentes móviles que no circulan por carretera,0.527,5.874,15.038,1.303,1.056,1.025,0.005,Colima
Colima,Comala,Fuentes naturales,,,551.059,5952.599,,,,Colima
Colima,Coquimatlán,Fuentes de área,15.213,1913.46,84.116,464.684,315.726,259.026,420.246,Colima
Colima,Coquimatlán,Fuentes móviles carreteros,6.573,1273.046,237.425,108.415,14.624,13.386,1.762,Colima
Colima,Coquimatlán,Fuentes móviles que no circulan por carretera,1.131,12.142,87.239,3.842,2.724,2.511,0.004,Colima
Colima,Coquimatlán,Fuentes naturales,,,460.732,7880.303,,,,Colima
Colima,Cuauhtémoc,Fuentes fijas,932.738,529.602,533.136,0.0,2929.666,1727.319,1.524,Colima
Colima,Cuauhtémoc,Fuentes de área,37.76,1839.023,108.627,573.931,449.416,349.278,304.033,Colima
Colima,Cuauhtémoc,Fuentes móviles carreteros,13.027,1963.037,521.448,169.333,38.543,35.359,2.346,Colima
Colima,Cuauhtémoc,Fuentes móviles que no circulan por carretera,1.902,21.839,119.571,6.111,4.514,4.222,0.01,Colima
Colima,Cuauhtémoc,Fuentes naturales,,,915.247,6200.693,,,,Colima
Colima,Ixtlahuacán,Fuentes fijas,20.685,0.215,2.071,0.011,4.908,2.593,0.034,Colima
Colima,Ixtlahuacán,Fuentes de área,0.662,178.043,5.964,138.164,66.301,30.707,46.923,Colima
Colima,Ixtlahuacán,Fuentes móviles carreteros,1.422,353.057,54.063,29.019,2.168,1.975,0.379,Colima
Colima,Ixtlahuacán,Fuentes móviles que no circulan por carretera,0.247,2.333,7.05,0.552,0.439,0.4259999999999999,0.002,Colima
Colima,Ixtlahuacán,Fuentes naturales,,,329.718,11843.389,,,,Colima
Colima,Manzanillo,Fuentes fijas,45253.51,2845.309,6402.932,249.912,6808.235,5420.845,90.248,Colima
Colima,Manzanillo,Fuentes de área,7.881999999999999,1533.21,89.619,2603.75,418.027,234.096,371.907,Colima
Colima,Manzanillo,Fuentes móviles carreteros,77.88,13818.323,2788.558,1197.116,194.559,178.27,19.942,Colima
Colima,Manzanillo,Fuentes móviles que no circulan por carretera,51.241,317.401,829.08,224.622,15.065,14.464,0.049,Colima
Colima,Manzanillo,Fuentes naturales,,,287.375,10731.414,,,,Colima
Colima,Minatitlán,Fuentes de área,3.7,645.413,25.699,319.624,117.333,89.241,89.52899999999998,Colima
Colima,Minatitlán,Fuentes móviles carreteros,2.386,473.078,94.64,39.68,5.56,5.091,0.514,Colima
Colima,Minatitlán,Fuentes móviles que no circulan por carretera,0.4769999999999999,4.747,13.64,1.101,0.881,0.8549999999999999,0.004,Colima
Colima,Minatitlán,Fuentes naturales,,,99.577,4662.946,,,,Colima
Colima,Tecomán,Fuentes fijas,46.354,1319.135,1705.79,29.818,23.654,15.829,1.85,Colima
Colima,Tecomán,Fuentes de área,9.962,1522.395,76.614,2084.459,410.188,241.939,729.421,Colima
Colima,Tecomán,Fuentes móviles carreteros,48.656,8728.991,1675.822,737.7079999999999,127.574,116.887,12.464,Colima
Colima,Tecomán,Fuentes móviles que no circulan por carretera,2.643,28.77,136.469,7.671999999999999,5.783,5.464,0.017,Colima
Colima,Tecomán,Fuentes naturales,,,912.984,8108.715,,,,Colima
Colima,Villa de Álvarez,Fuentes fijas,0.04,0.039,0.1469999999999999,0.002,5.861,3.44,0.006,Colima
Colima,Villa de Álvarez,Fuentes de área,5.717,723.214,63.119,1579.214,172.398,121.691,464.484,Colima
Colima,Villa de Álvarez,Fuentes móviles carreteros,59.277,10184.851,2077.377,905.561,157.14,144.055,15.163,Colima
Colima,Villa de Álvarez,Fuentes móviles que no circulan por carretera,3.145,43.201,89.613,8.912,7.383,7.161,0.027,Colima
Colima,Villa de Álvarez,Fuentes naturales,,,573.656,7283.356,,,,Colima
Chiapas,Acacoyagua,Fuentes de área,2.584,681.645,20.292,395.782,99.369,84.71299999999998,153.126,Chiapas
Chiapas,Acacoyagua,Fuentes móviles carreteros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chiapas
Chiapas,Acacoyagua,Fuentes móviles que no circulan por carretera,0.07499999999999998,0.694,2.156,0.166,0.132,0.128,0.001,Chiapas
Chiapas,Acacoyagua,Fuentes naturales,,,321.925,7260.037999999999,,,,Chiapas
Chiapas,Acala,Fuentes de área,4.057,1029.983,34.396,546.744,165.025,137.271,152.411,Chiapas
Chiapas,Acala,Fuentes móviles carreteros,4.338,852.264,136.104,65.511,10.47,9.593,1.208,Chiapas
Chiapas,Acala,Fuentes móviles que no circulan por carretera,0.076,0.7,2.175,0.168,0.133,0.129,0.001,Chiapas
Chiapas,Acala,Fuentes naturales,,,847.561,2604.177,,,,Chiapas
Chiapas,Acapetahua,Fuentes de área,7.876,1252.744,40.888,600.526,204.25,167.797,134.108,Chiapas
Chiapas,Acapetahua,Fuentes móviles carreteros,6.283,1338.85,182.514,102.349,12.459,11.399,2.043,Chiapas
Chiapas,Acapetahua,Fuentes móviles que no circulan por carretera,0.7329999999999999,7.562999999999999,59.115,2.499,1.749,1.605,0.002,Chiapas
Chiapas,Acapetahua,Fuentes naturales,,,1506.815,3649.206,,,,Chiapas
Chiapas,Altamirano,Fuentes de área,4.993,1397.125,39.575,699.589,212.105,180.433,251.182,Chiapas
Chiapas,Altamirano,Fuentes móviles carreteros,1.914,383.203,71.818,27.99,3.461,3.167,0.435,Chiapas
Chiapas,Altamirano,Fuentes móviles que no circulan por carretera,0.083,0.762,2.366,0.182,0.1449999999999999,0.14,0.001,Chiapas
Chiapas,Altamirano,Fuentes naturales,,,642.661,16878.858,,,,Chiapas
Chiapas,Amatán,Fuentes de área,3.56,1005.327,27.432,482.91,145.137,122.8,172.801,Chiapas
Chiapas,Amatán,Fuentes móviles carreteros,0.684,126.451,25.284,9.769,1.518,1.391,0.155,Chiapas
Chiapas,Amatán,Fuentes móviles que no circulan por carretera,0.07299999999999998,0.668,2.076,0.16,0.127,0.123,0.001,Chiapas
Chiapas,Amatán,Fuentes naturales,,,636.397,6915.83,,,,Chiapas
Chiapas,Amatenango de La Frontera,Fuentes de área,4.931,1399.167,38.548,669.534,189.189,167.919,298.146,Chiapas
Chiapas,Amatenango de La Frontera,Fuentes móviles carreteros,2.052,478.495,76.658,34.778,3.023,2.759,0.515,Chiapas
Chiapas,Amatenango de La Frontera,Fuentes móviles que no circulan por carretera,0.08799999999999998,0.808,2.509,0.193,0.153,0.1489999999999999,0.001,Chiapas
Chiapas,Amatenango de La Frontera,Fuentes naturales,,,181.19,763.634,,,,Chiapas
Chiapas,Amatenango del Valle,Fuentes de área,1.94,536.359,16.679,335.406,84.807,73.86,60.331,Chiapas
Chiapas,Amatenango del Valle,Fuentes móviles carreteros,0.276,43.417,11.735,3.362,0.782,0.7169999999999999,0.047,Chiapas
Chiapas,Amatenango del Valle,Fuentes móviles que no circulan por carretera,0.027,0.2439999999999999,0.759,0.058,0.046,0.045,0.0,Chiapas
Chiapas,Amatenango del Valle,Fuentes naturales,,,260.497,799.746,,,,Chiapas
Chiapas,Ángel Albino Corzo,Fuentes de área,4.801,1232.588,37.446,624.446,203.922,163.826,456.635,Chiapas
Chiapas,Ángel Albino Corzo,Fuentes móviles carreteros,4.891,1195.525,168.622,81.864,6.608,6.022,1.338,Chiapas
Chiapas,Ángel Albino Corzo,Fuentes móviles que no circulan por carretera,0.09300000000000001,0.8569999999999999,2.662,0.2049999999999999,0.163,0.158,0.001,Chiapas
Chiapas,Ángel Albino Corzo,Fuentes naturales,,,582.234,11033.292,,,,Chiapas
Chiapas,Arriaga,Fuentes fijas,0.015,0.013,0.054,0.001,0.003,0.001,0.002,Chiapas
Chiapas,Arriaga,Fuentes de área,7.303,1245.039,44.685,696.036,189.078,148.637,188.338,Chiapas
Chiapas,Arriaga,Fuentes móviles carreteros,16.477,3307.509,532.599,258.872,36.158,33.116,4.451,Chiapas
Chiapas,Arriaga,Fuentes móviles que no circulan por carretera,0.638,6.952,68.475,2.571,1.732,1.56,0.0,Chiapas
Chiapas,Arriaga,Fuentes naturales,,,1112.088,7857.848,,,,Chiapas
Chiapas,Bejucal de Ocampo,Fuentes de área,1.256,348.804,9.588,159.186,50.687,43.208,35.634,Chiapas
Chiapas,Bejucal de Ocampo,Fuentes móviles carreteros,0.246,55.906,9.361,3.99,0.248,0.226,0.064,Chiapas
Chiapas,Bejucal de Ocampo,Fuentes móviles que no circulan por carretera,0.023,0.2129999999999999,0.661,0.051,0.04,0.039,0.0,Chiapas
Chiapas,Bejucal de Ocampo,Fuentes naturales,,,50.292,72.662,,,,Chiapas
Chiapas,Bella Vista,Fuentes de área,3.556,999.955,29.043,448.104,146.702,124.15,256.537,Chiapas
Chiapas,Bella Vista,Fuentes móviles carreteros,0.914,231.78,32.411,16.025,0.793,0.72,0.25,Chiapas
Chiapas,Bella Vista,Fuentes móviles que no circulan por carretera,0.08799999999999998,0.814,2.529,0.195,0.155,0.15,0.001,Chiapas
Chiapas,Bella Vista,Fuentes naturales,,,597.858,3254.898,,,,Chiapas
Chiapas,Berriozábal,Fuentes fijas,0.0,0.1479999999999999,3.269,0.0,4.335,1.231,0.0,Chiapas
Chiapas,Berriozábal,Fuentes de área,2.735,756.919,25.388,658.776,107.11,94.105,451.063,Chiapas
Chiapas,Berriozábal,Fuentes móviles carreteros,7.721,1473.317,247.634,114.927,19.732,18.086,1.932,Chiapas
Chiapas,Berriozábal,Fuentes móviles que no circulan por carretera,0.023,0.2079999999999999,0.647,0.05,0.04,0.038,0.0,Chiapas
Chiapas,Berriozábal,Fuentes naturales,,,705.615,7291.584,,,,Chiapas
Chiapas,Bochil,Fuentes de área,4.323,1177.804,34.55,629.825,182.29,153.165,140.958,Chiapas
Chiapas,Bochil,Fuentes móviles carreteros,3.409,678.37,120.303,48.14,7.162,6.56,0.783,Chiapas
Chiapas,Bochil,Fuentes móviles que no circulan por carretera,0.07399999999999998,0.677,2.105,0.162,0.129,0.125,0.001,Chiapas
Chiapas,Bochil,Fuentes naturales,,,396.238,4110.206,,,,Chiapas
Chiapas,El Bosque,Fuentes de área,3.525,993.766,28.768,466.561,149.879,124.193,278.308,Chiapas
Chiapas,El Bosque,Fuentes móviles carreteros,1.094,286.563,37.846,19.165,0.7149999999999999,0.646,0.312,Chiapas
Chiapas,El Bosque,Fuentes móviles que no circulan por carretera,0.105,0.967,3.005,0.231,0.184,0.1779999999999999,0.001,Chiapas
